fpr,tpr
0.0,0.0
0.0,0.060218978102189784
3.3178500331785e-05,0.20912408759124088
0.00011612475116124752,0.2781021897810219
0.00021566025215660252,0.35766423357664234
0.0003151957531519575,0.39525547445255477
0.00041473125414731257,0.40802919708029195
0.00053085600530856,0.42007299270072995
0.0006801592568015925,0.42664233576642335
0.0008128732581287326,0.4364963503649635
0.0009455872594558726,0.4485401459854015
0.0010451227604512277,0.46058394160583943
0.0011944260119442602,0.46897810218978103
0.0013437292634372927,0.47737226277372263
0.0014930325149303252,0.48394160583941603
0.0016257465162574651,0.49452554744525545
0.0017584605175846053,0.5007299270072992
0.0019077637690776378,0.5072992700729927
0.002040477770404778,0.5186131386861313
0.0021731917717319176,0.5244525547445256
0.002422030524220305,0.5291970802919708
0.0026045122760451228,0.5357664233576642
0.002737226277372263,0.539051094890511
0.0028865295288652954,0.5430656934306569
0.0030856005308560054,0.5470802919708029
0.0034173855341738555,0.5543795620437956
0.0035998672859986727,0.5583941605839416
0.003832116788321168,0.5624087591240876
0.0040145985401459855,0.5660583941605839
0.004163901791639018,0.57007299270073
0.0043132050431320505,0.5751824817518248
0.0045122760451227605,0.5784671532846716
0.004661579296615793,0.5824817518248175
0.004976775049767751,0.5850364963503649
0.005175846051758461,0.5872262773722627
0.005491041804910418,0.5905109489051095
0.005773059057730591,0.595985401459854
0.00603848706038487,0.5989051094890511
0.006320504313205043,0.6025547445255475
0.006519575315195753,0.6058394160583942
0.006751824817518248,0.6087591240875913
0.007033842070338421,0.612043795620438
0.0074983410749834105,0.6153284671532847
0.007763769077637691,0.6178832116788321
0.008195089581950896,0.6208029197080291
0.008543463835434638,0.6262773722627737
0.008991373589913736,0.6288321167883212
0.009190444591904446,0.6313868613138686
0.009588586595885866,0.6346715328467153
0.010053085600530856,0.6372262773722628
0.010368281353682814,0.6397810218978102
0.01068347710683477,0.6437956204379562
0.010998672859986729,0.6467153284671533
0.0112806901128069,0.6492700729927007
0.011761778367617784,0.6521897810218978
0.01227604512276045,0.6554744525547446
0.012906436629064367,0.6576642335766424
0.013105507631055077,0.6605839416058394
0.013304578633045787,0.6635036496350365
0.013570006635700066,0.6667883211678832
0.013868613138686132,0.6697080291970803
0.014150630391506304,0.6722627737226278
0.014681486396814864,0.6751824817518248
0.014996682149966821,0.6781021897810219
0.015428002654280026,0.6813868613138686
0.015759787657597876,0.6846715328467153
0.01619110816191108,0.6879562043795621
0.017037159920371598,0.6908759124087591
0.01736894492368945,0.6941605839416058
0.017800265428002653,0.6967153284671533
0.018364299933643,0.6992700729927007
0.019525547445255476,0.7014598540145985
0.020371599203715993,0.7036496350364964
0.02081950895819509,0.7062043795620438
0.021665560716655607,0.7094890510948905
0.022329130723291308,0.7116788321167883
0.023241539482415394,0.7142335766423358
0.024120769741207696,0.7175182481751825
0.024917053749170536,0.7200729927007299
0.02519907100199071,0.7226277372262774
0.026045122760451227,0.7248175182481752
0.02672528201725282,0.7273722627737226
0.02738885202388852,0.7295620437956204
0.027936297279362973,0.7321167883211679
0.02889847378898474,0.7343065693430657
0.02951227604512276,0.7364963503649635
0.030092899800929,0.7394160583941606
0.030905773059057732,0.7419708029197081
0.03180159256801592,0.7441605839416059
0.03214996682149967,0.7467153284671533
0.03283012607830126,0.7489051094890511
0.03394160583941606,0.7518248175182481
0.03468812209688122,0.754014598540146
0.036164565361645654,0.7572992700729927
0.0378234903782349,0.7594890510948905
0.03911745189117452,0.7616788321167883
0.03948241539482415,0.7642335766423358
0.04090909090909091,0.7664233576642335
0.04266755142667551,0.768978102189781
0.04349701393497014,0.7711678832116788
0.044409422694094224,0.7733576642335767
0.04508958195089582,0.7755474452554745
0.04588586595885866,0.7777372262773723
0.04679827471798275,0.7802919708029197
0.04868944923689449,0.7835766423357664
0.0495520902455209,0.7861313868613139
0.05107830126078301,0.7883211678832117
0.05185799601857996,0.7912408759124088
0.053268082282680825,0.7934306569343066
0.054346383543463835,0.795985401459854
0.05517584605175846,0.7985401459854015
0.055806237558062376,0.8007299270072993
0.05655275381552754,0.8032846715328467
0.057747179827471795,0.8054744525547445
0.060783012607830124,0.808029197080292
0.06220968812209688,0.8102189781021898
0.06317186463171864,0.8131386861313868
0.06473125414731254,0.8153284671532847
0.06736894492368944,0.8178832116788322
0.06871267418712675,0.82007299270073
0.06932647644326477,0.8226277372262774
0.07086927670869277,0.8248175182481752
0.07264432647644327,0.8273722627737227
0.07463503649635037,0.82992700729927
0.07859986728599867,0.8324817518248175
0.08128732581287326,0.8346715328467154
0.08301260783012608,0.8372262773722627
0.08639681486396815,0.8394160583941606
0.08832116788321168,0.8416058394160584
0.08939946914399469,0.8437956204379562
0.09193762441937624,0.845985401459854
0.0960351692103517,0.8485401459854015
0.09814200398142003,0.8507299270072993
0.09948573324485734,0.8532846715328467
0.1011114797611148,0.8558394160583942
0.10379893828798939,0.8583941605839416
0.10595554080955541,0.8605839416058394
0.1097378898473789,0.8631386861313869
0.11348706038487061,0.8653284671532847
0.11609157266091573,0.8675182481751825
0.11955872594558727,0.8693430656934307
0.12249502322495023,0.8715328467153285
0.12612806901128068,0.8737226277372263
0.12874917053749171,0.8759124087591241
0.1307398805573988,0.8784671532846715
0.13292966157929662,0.8806569343065693
0.13568347710683476,0.8828467153284671
0.13953218314532184,0.885036496350365
0.14143994691439946,0.8875912408759125
0.14507299270072993,0.8897810218978102
0.1477438619774386,0.8923357664233577
0.1511114797611148,0.8945255474452555
0.1542136695421367,0.8967153284671533
0.1588254810882548,0.8989051094890511
0.1615129396151294,0.9010948905109489
0.1687956204379562,0.9032846715328468
0.17289316522893164,0.9054744525547446
0.17868281353682813,0.9076642335766424
0.18573324485733245,0.9102189781021898
0.19037823490378236,0.9124087591240876
0.19331453218314532,0.9145985401459854
0.19769409422694095,0.9167883211678832
0.1999834107498341,0.918978102189781
0.20479429329794294,0.9215328467153284
0.21267418712674188,0.9237226277372262
0.21672196416721964,0.9262773722627737
0.223457199734572,0.9288321167883211
0.22855009953550098,0.9310218978102189
0.23090577305905774,0.9332116788321168
0.23546781685467816,0.9354014598540146
0.24563702720637026,0.9375912408759124
0.25169210351692106,0.9397810218978102
0.26068347710683476,0.941970802919708
0.26672196416721966,0.9441605839416058
0.2748838752488387,0.9463503649635037
0.2800763105507631,0.9485401459854015
0.28966489714664895,0.9507299270072993
0.29850696748506966,0.9532846715328467
0.30406436629064365,0.9551094890510949
0.31420039814200396,0.9572992700729926
0.3224286662242867,0.9594890510948905
0.32798606502986066,0.9613138686131387
0.3402621101526211,0.9635036496350365
0.34893828798938287,0.9656934306569344
0.35743198407431986,0.9678832116788321
0.37025547445255474,0.9700729927007299
0.3826642335766423,0.9722627737226277
0.3886363636363636,0.9744525547445255
0.3947246184472462,0.9766423357664233
0.40079628400796286,0.9788321167883212
0.4083775713337757,0.981021897810219
0.42982747179827474,0.9832116788321168
0.4495852687458527,0.9857664233576642
0.4577637690776377,0.987956204379562
0.46930988719309885,0.9897810218978103
0.5170537491705375,0.9923357664233576
0.5536496350364963,0.9941605839416059
0.5918712674187127,0.9963503649635036
0.696300597213006,0.9985401459854014
1.0,1.0
