recall,precision
1.0,0.043478260869565216
1.0,0.043697371778514925
1.0,0.04391940628656611
1.0,0.044142997535080795
1.0,0.04436959549179
1.0,0.0445978059181614
1.0,0.04482910947137645
1.0,0.045062824814156965
1.0,0.04529824097341621
1.0,0.04553688654002759
1.0,0.04577729512989725
1.0,0.04602102858678491
1.0,0.046267371371641816
1.0,0.04651557592734063
1.0,0.04676725609339796
1.0,0.047020867655134545
1.0,0.04727806056423087
1.0,0.04753808251500746
1.0,0.04780098044346749
1.0,0.048066802329661075
1.0,0.04833474456675134
1.0,0.04860655301484806
1.0,0.04888143575837585
1.0,0.04915856327819441
1.0,0.04943974305768571
1.0,0.049723255602939845
1.0,0.050010951303205084
1.0,0.050301995557269004
1.0,0.050595512879697165
1.0,0.050893421003752
1.0,0.05119390157318486
1.0,0.05149891927450428
1.0,0.05180661385165157
1.0,0.0521189987065358
1.0,0.052435173667591616
1.0,0.05275419241802884
1.0,0.053078144976947815
1.0,0.053405059837056096
1.0,0.0537370805467846
1.0,0.054073255446795074
1.0,0.05441258241321789
1.0,0.054757289314334816
1.0,0.05510528326931199
1.0,0.05545885115168198
1.0,0.055816985475361076
1.0,0.05617862341869477
1.0,0.05654614495624897
1.0,0.056917324470294975
0.9996350364963503,0.057273696756790664
0.9996350364963503,0.057655875047362436
0.9996350364963503,0.05804195804195804
0.9996350364963503,0.05843449320504342
0.9996350364963503,0.058831110251949224
0.9992700729927008,0.05921280276816609
0.9992700729927008,0.0596228387265363
0.9989051094890511,0.06001403324124019
0.9989051094890511,0.0604341009958268
0.9989051094890511,0.060858737464701045
0.9981751824817519,0.061245969186671446
0.9978102189781022,0.06165990076680199
0.9978102189781022,0.062103900233968605
0.9978102189781022,0.06255434036516726
0.9978102189781022,0.0630099101175386
0.9974452554744525,0.06345042137766117
0.9974452554744525,0.06391935823373951
0.9974452554744525,0.06439679547596606
0.9974452554744525,0.06488141870237163
0.9974452554744525,0.06537182768435908
0.997080291970803,0.0658471920944806
0.997080291970803,0.06635255258172633
0.997080291970803,0.06686736666911423
0.997080291970803,0.06739023186975826
0.997080291970803,0.06791964996022275
0.997080291970803,0.06845916756458767
0.9967153284671533,0.06898032381096714
0.9967153284671533,0.06953709833477618
0.9967153284671533,0.07010293400415843
0.9963503649635036,0.07065034548795321
0.995985401459854,0.0712086421041645
0.995985401459854,0.07180067354241212
0.995985401459854,0.07240455281101589
0.9956204379562044,0.07299191951624123
0.9956204379562044,0.07361433428679368
0.9948905109489051,0.07419504096241257
0.9941605839416059,0.07478380233356212
0.9941605839416059,0.07544034562977733
0.9941605839416059,0.07610851890139979
0.9941605839416059,0.07678863392907481
0.9941605839416059,0.07748101373837359
0.9937956204379562,0.07815504721448868
0.993065693430657,0.07881473757386166
0.9923357664233576,0.07948433115060805
0.9923357664233576,0.08022778908854858
0.9912408759124087,0.08089593137546912
0.9912408759124087,0.08166456190991642
0.9908759124087592,0.08242008439330925
0.9908759124087592,0.0832183908045977
0.9908759124087592,0.08403491395320045
0.9905109489051095,0.08483636022631365
0.9905109489051095,0.08568271507498026
0.9897810218978103,0.08648510746858856
0.9897810218978103,0.08736550479994845
0.9890510948905109,0.08820466085145164
0.9883211678832117,0.08905844049067649
0.9872262773722628,0.08989398823568509
0.9850364963503649,0.09064956001880836
0.9846715328467154,0.09158802362685858
0.9843065693430657,0.09255001544216053
0.9843065693430657,0.09356786011656952
0.9824817518248176,0.09442963378700715
0.9824817518248176,0.0954914689085169
0.9821167883211679,0.09653811659192825
0.9817518248175182,0.0976123085855287
0.981021897810219,0.09867479167431445
0.9795620437956204,0.09968430826369545
0.9781021897810219,0.10072158749248346
0.9759124087591241,0.10170394036208733
0.9737226277372263,0.10271414821944178
0.9718978102189781,0.10378424724268288
0.9715328467153285,0.1050430116012943
0.9711678832116788,0.10633366633366634
0.9697080291970803,0.10753166862276903
0.968978102189781,0.1088471630042637
0.9671532846715328,0.11006811762751288
0.9664233576642336,0.11145250220968896
0.9638686131386861,0.11266103574780309
0.9631386861313869,0.1141139842601401
0.9627737226277372,0.11565610066201938
0.9616788321167883,0.11714755701773885
